Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous
3736387,,Slow,59405.68565,36912.38284,0.1877581409,73.03791809,28088220,17453210,,,0.9388650495,58.63805154,225.5447937,,2457930.878,75.43067961,1.083426155,1995,11,15,Low,,False
2152978,817027200000,,,,0.3612256356,,54038588,33578020,,2458000.5,1.162054189,,,,2458141.974,248.6885109,,1995,11,,Low,,True
3373683,817027200000,Very Slow,,17788.73341,0.2697244303,,40350200,25072452,5.768,2457800.5,1.061197121,215.4436355,,1.198138093,2457865.406,301.4816145,,1995,11,,Low,Low,True
3565394,817027200000,Slow,68854.6302,42783.58953,0.4687864811,182.3579407,,43576424,5.481,,1.139867613,221.3622192,297.5330996,1.370356442,,119.5014484,0.8098833166,1995,11,22,Low,High,False
3749346,817027200000,,,15149.30574,0.1749936632,68.07253265,26178680,16266677,5.584,2458000.5,1.113917072,,284.8134147,,,142.7481821,0.8383488711,1995,11,22,Low,Low,False
2489486,817027200000,Very Slow,28628.65611,17788.73357,0.2697244303,104.9228058,40350200,25072452,5.768,,1.061191066,215.4428313,61.1891387,1.198101,2457865.417,121.7908146,0.9015995702,,11,,,Low,True
3695735,817027200000,Very Slow,32316.82662,20080.41929,0.4045990377,157.3890228,60527156,37609832,4.806,2458000.5,1.360874576,233.8821451,84.04221652,,,357.8516052,,1995,11,22,Low,Low,False
3529600,818409600000,Very Slow,40149.09213,24947.08449,0.3926966529,152.7590027,,36503436,5.075,,1.246672865,260.0125772,293.0934995,1.483606803,,116.9081915,,1995,,8,,Medium,False
3573154,,Very Slow,27991.02356,17392.5335,,147.362381,,35213856,,2458000.5,,105.7172766,64.90665549,1.414541874,,308.6824689,,1995,,8,Low,Low,False
3710226,818409600000,Very Slow,30437.41519,18912.62612,0.1687031221,65.6255188,,15681935,,,1.34313686,143.3850095,330.4917718,1.725552206,2458177.546,,0.6331748736,1995,12,8,Low,,False
3739251,818409600000,Very Slow,16395.96579,10187.81552,0.4287494697,166.7835388,,39854752,4.166,,1.697239041,,115.4724428,2.109423275,,331.7666356,0.445748155,1995,12,8,Medium,Low,False
2033342,,Fast,86666.50506,53851.19588,,171.4177399,65922180,40962144,7.912,,0.7184976905,82.00123323,167.2965172,1.018776728,,241.1948951,1.618325991,1995,12,,Low,Low,True
2397847,819014400000,Slow,58296.48985,36223.17171,0.268920858,,40229988,24997756,4.621,2458000.5,1.396490368,22.05535257,145.6407167,,2457955.35,,0.5972376209,1995,12,15,Low,,False
3455137,819014400000,,40730.8595,25308.57211,0.2967676688,,44395812,27586280,6.962,2458000.5,,57.8037567,315.1638599,1.073319609,,175.046953,1.286643753,1995,12,15,Low,Low,True
3102683,819619200000,Slow,,27093.1693,0.3739863988,,55947568,34764208,,2458000.5,1.006605852,127.062218,,1.567017254,,268.3465264,,1995,12,22,Low,Low,True
2259221,821088000000,Fast,,57060.40186,0.2189537614,85.17301178,32755016,20353024,5.195,,1.100261591,308.8793229,18.13621485,,2458049.287,318.3354906,0.8540044729,,,8,Low,,False
3400310,,Fast,89560.74083,,0.4778307425,185.8761597,71482464,44417144,6.832,2458000.5,,,350.6340812,,,181.0468118,1.241752215,1996,1,15,Low,,False
3439813,821692800000,Slow,76171.73857,47330.15612,0.4602401315,179.0334015,68850944,42781992,4.651,2457600.5,1.396324486,58.80709475,,1.925480157,2457374.16,,0.5973440513,1996,,15,Low,Low,False
3644343,821692800000,Very Fast,122142.3778,,0.2612221979,101.6154327,,24282120,3.97,2458000.5,1.532200384,,,2.30280014,2457725.083,143.1272065,0.5196736822,1996,,15,,Low,False
2476904,,Slow,76171.54623,47330.0366,0.4602387328,,68850736,,,2458000.5,,58.80444934,139.8599009,,2457976.839,,,,,15,,Low,False
3769883,821692800000,Slow,69887.75337,,0.4605493242,,68897200,42810736,6.754,2458000.5,0.8410845845,338.1601228,341.0891992,1.308209003,2457912.829,,1.2777461,,,15,Low,,False
2496327,821692800000,Very Fast,122142.3779,75894.52363,0.2612221981,,,24282120,3.97,2458000.5,1.532200384,124.9900566,,2.30280014,,143.1272065,0.5196736822,,1,15,Medium,Low,False
2267223,822297600000,,,54361.7253,0.3724096571,144.8673553,55711696,,3.327,2458000.5,1.842706955,342.7271352,14.77481047,3.50293645,2458278.17,250.5920558,0.3940212655,1996,,22,,Low,False
3670292,822297600000,Slow,58092.05221,,0.2885678161,112.2528763,43169132,26824054,4.927,,1.296322566,,165.1484127,,2458157.748,254.9924492,0.6677816059,1996,1,22,Low,Low,False
3732504,822297600000,Very Slow,26930.56213,16733.60401,0.4608234437,179.2603149,68938208,42836216,5.532,,1.117603118,194.4303121,110.5557197,1.335412999,,276.6777732,0.8342047661,,,,Low,Medium,False
3744790,822297600000,Fast,84920.24469,,,113.2307205,43545180,27057720,7.883,2458000.5,0.7142123806,,33.14602214,,,24.06198361,1.632912872,1996,,22,Low,,True
2443103,823766400000,,41491.61848,25781.27816,0.1081985557,42.08923721,16186273,10057684,,2458000.5,1.034906114,322.7806339,98.98782143,1.233799205,,,,1996,,8,Low,,True
3367904,,Very Slow,,23367.99783,0.0086826492,3.377550602,1298905.875,,6.831,,0.8552311489,321.6436243,44.51354435,1.18603025,,,1.246174352,1996,,8,Low,Low,False
3548666,823766400000,Very Slow,23874.55087,14834.71746,0.2806580083,109.1759644,41985840,26088792,5.857,2458000.5,1.043125769,196.3089474,85.90076663,1.287178455,2458130.802,239.4550495,0.9251221147,1996,2,8,Low,,False
3560922,823766400000,Slow,,28954.04989,0.2366039814,92.03894806,35395452,21993714,4.579,2458000.5,1.400040683,23.62171847,30.22701971,2.116998998,2457929.182,42.43165484,,1996,,8,Low,Low,False
3723951,823766400000,Fast,116459.9663,72363.69405,,,55525012,34501644,,2458000.5,1.688089847,134.4972867,,,2458090.431,319.5869226,0.4493768931,1996,2,8,Medium,,True
3741556,823766400000,Very Slow,,25207.99448,,,26756424,16625671,4.053,2458000.5,1.702995909,,160.4959894,2.473296254,,,0.4434898316,1996,,8,Medium,,True
2424965,824371200000,Fast,,,0.4209516294,163.7501831,,39129900,7.009,2458000.5,0.8124996322,,131.4820294,1.208201197,2457939.26,82.41524826,1.345765264,1996,2,15,Low,Low,False
3008376,824371200000,Very Slow,,8269.05395,0.2684042145,,,24949730,3.76,,1.984894009,,178.9564442,,2458292.341,257.1405929,0.3524504687,1996,,15,Medium,Low,False
3555410,,,72084.5457,44790.53341,,70.04774475,,16738675,5.44,2458000.5,,304.2226334,321.9297946,1.676878901,2457833.892,141.3035121,,1996,2,15,Low,Low,False
3699893,824371200000,,,,,45.43162537,,10856384,5.92,,1.034328511,67.10073151,287.633478,1.108282105,2458073.062,292.0134404,0.9369498145,1996,,15,Low,,False
3174193,,,144595.8404,89846.23207,0.4028079773,,60259216,37443340,,2457800.5,1.900342621,,203.764902,3.478038831,,15.44646863,0.3762324154,,2,22,Medium,,False
3402642,824976000000,Very Slow,,20155.56085,0.1617575396,62.92368317,24198584,15036303,,2458000.5,,147.2825545,50.19779903,,2457965.869,25.67916881,0.7415062993,1996,,22,Low,Low,False
3552578,,Very Slow,,14245.06713,0.1769183579,68.82124329,26466610,16445589,,2458000.5,1.046237997,20.45385431,159.1427096,1.292474018,2457969.792,28.28216611,,1996,2,22,Low,,False
3742127,824976000000,Fast,,62917.21922,0.3196003639,,47811536,29708710,,2458000.5,2.507453367,101.1050353,327.4174435,4.372651024,2457365.131,157.7178835,0.248230291,,,22,High,Medium,False
2483563,,,144595.8014,,0.4028076183,,,37443308,,2458000.5,1.900646147,,203.7788883,3.478427635,,90.67396805,0.3761422946,1996,2,22,Medium,Low,False
2162422,826272000000,Slow,,38096.00471,0.034714581,13.5039711,,3226921.75,5.126,2458000.5,1.207352901,108.9361731,314.4934962,1.848620361,2457853.622,109.1215214,0.7429382676,,,,Low,Low,True
3147579,,,48137.8933,29911.01486,0.3287568323,,,30559858,,,0.9202834093,139.8876846,173.1295259,1.030431236,2457992.067,9.414568024,1.116404774,1996,3,8,Low,Medium,False
3297366,826272000000,Slow,,,0.4248796381,,63561092,,5.649,2457800.5,1.068545204,42.39806431,131.3721613,1.513262591,2457818.804,343.6674809,,,3,8,Low,Low,False
2481127,826272000000,,60442.92881,37556.8854,,165.2781067,63561064,39495012,5.649,2458000.5,1.068451163,,,1.513054607,2457818.796,162.1573952,0.8924256815,1996,3,8,Low,Low,False
3613391,,Very Slow,,20074.95037,0.1950647838,75.88020325,,18132404,5.503,2458000.5,1.13594676,15.39358392,,1.312231733,2458078.911,296.1673513,,1996,,22,Low,Medium,False
2204131,828946800000,,84263.86986,,0.1295263778,50.38576126,19376870,12040229,,,1.146419187,291.9709705,29.41168437,1.871383806,2457851.172,119.9026872,,1996,4,8,Low,Low,False
3514891,828946800000,Slow,70312.84575,43689.66796,,,50899832,,6.55,,0.8821099864,,,1.098066388,2457880.985,142.1815303,,1996,4,8,,Low,False
3714553,828946800000,Slow,,26096.80809,0.3670842868,142.7957916,54915028,34122616,5.327,2458000.5,1.166841454,196.7630114,,1.38919612,2458198.229,205.3834595,0.7819631709,,4,8,Low,Low,True
3716433,,Very Slow,35180.40583,21859.73605,0.3605267486,140.2449036,53934032,33513054,,,0.9641386196,57.32432319,315.2260006,,2457969.366,32.4136765,1.041105774,1996,4,8,Low,Low,False
3728860,828946800000,,79077.75848,,0.4181566329,162.6629333,,,4.858,2458000.5,1.325151915,147.5379904,319.1806025,1.824415242,2457935.562,41.9569927,0.6461086732,1996,,8,,,False
2041429,829551600000,Slow,64160.61831,39866.91308,,,9380801,5828959.5,,2458000.5,1.592525299,,297.1892485,2.476841829,,207.9897313,,1996,4,15,Medium,Low,True
2277810,829551600000,,32791.88765,20375.60375,0.3006797895,116.964447,44981060,,6.003,2458000.5,1.001342943,179.5057828,,1.379385249,2457994.548,5.854064811,,1996,4,15,Low,Low,False
2401954,829551600000,Slow,42387.29257,26337.81521,0.3772896052,146.7656555,56441720,35071260,7.06,2458000.5,0.8263226901,,71.73387785,1.063386951,2458113.076,212.2843195,1.312138131,1996,,15,Low,,True
3092296,829551600000,Very Slow,,25036.15322,0.2145085599,83.4438324,,19939816,,,,193.5434227,265.469997,1.176031959,2457825.358,,,1996,4,15,Low,High,False
3749034,829551600000,Very Slow,,14083.78888,,,7555205,4694586.5,6.368,2458000.5,0.9390955971,18.53274267,,1.076551379,,48.02060936,1.083027208,,4,15,Low,Medium,False
2280491,830156400000,,64101.17207,,0.0637604543,,9538428,5926904.5,,2458000.5,,,61.37592604,1.639186904,2458191.095,198.2044241,,1996,4,22,,Low,False
3714452,830156400000,,85563.89551,53166.07719,0.1788118225,,26749868,16621597,6.681,,0.8607400159,293.9197687,63.07430147,,,208.8110789,1.234229957,1996,4,22,Low,Low,True
2318050,831538800000,Very Slow,17830.69484,11079.30036,0.4641912294,180.5703888,,43149272,,,1.922512678,80.84398937,172.7556361,2.574645016,2458051.564,341.119355,0.3697432508,1996,5,8,Medium,Low,False
3346460,831538800000,Slow,51978.67546,,0.3735146393,145.2971954,,34720356,5.245,2458000.5,1.171281902,9.050147492,256.0761755,1.688932981,,274.7506398,0.7775206368,1996,5,,Low,,True
3429818,,Very Slow,31610.50937,19641.54122,0.2434554784,,36420424,22630602,,2458000.5,,196.4877402,71.96610777,1.396790574,2457877.501,,0.8956891434,1996,,8,Low,Medium,False
2136818,832143600000,Slow,53389.17685,33173.95825,,75.16535187,28906368,17961584,,2458000.5,0.9375804266,259.9517695,203.7846994,1.26225631,2458099.878,252.1101482,1.085653597,1996,5,15,Low,Low,False
2390522,832143600000,,,27799.63341,0.1398163342,,20916226,12996740,5.235,,,38.1026324,293.5937558,1.604148694,,,0.7631380649,1996,,15,Low,,False
3120863,832143600000,,64829.16799,40282.32386,0.3524096129,137.0873413,52719728,,,2458000.5,0.7685044425,189.4290074,206.3336354,,2457934.763,96.17078023,1.4629669,,,15,,High,False
3741442,,,,,,58.04970551,22324196,13871613,4.715,2458000.5,,132.6540359,,,2458057.17,325.9945887,0.6000623793,1996,5,15,,Medium,False
2433953,832748400000,,,26646.63654,0.1760416963,,26335462,16364098,5.719,2458000.5,1.076207967,250.690912,84.60446236,1.292361611,2458050.123,,0.8827948065,1996,,22,Low,Low,True
2461353,834217200000,,58226.38465,,0.2051579936,,30691200,19070628,5.969,,1.01026001,252.3100537,123.7544397,,2458102.133,,0.9706313856,1996,6,8,Low,,False
3367126,834217200000,Slow,,30902.67645,0.2209074601,85.93300629,,20534632,4.684,,,303.0626208,8.091928419,1.885089781,2458030.229,221.3003814,,1996,6,8,,Low,False
3551168,834217200000,Very Slow,6105.732243,3793.864571,,,,7994630,,,,46.16888948,341.7634317,1.050941843,2458136.285,230.6902292,0.9523156122,,,,Low,Medium,False
3712623,834217200000,Fast,101884.5689,63307.10896,0.4366222999,169.8460693,65317764,,,2458000.5,,,,1.810061564,2457864.767,103.1968051,,1996,6,8,Low,Low,False
2489453,834217200000,Slow,49733.84358,30902.67631,0.2209074602,,33047286,20534632,4.684,2458000.5,1.386401899,303.0546491,8.099011085,1.884947784,,342.0445912,0.6037683693,1996,6,8,Low,,False
3102762,,Very Slow,39621.74467,24619.41129,,,50632012,31461274,6.101,,0.9925462693,106.3717238,101.6388261,1.005410915,2458172.58,,0.9967309224,1996,6,,Low,Low,False
3768613,834822000000,Slow,,,0.4862016668,189.1324463,72734736,45195268,6.539,2458000.5,,,351.9160172,1.209870386,2457955.316,52.94473125,,1996,6,15,Low,Medium,False
2052381,,Very Slow,23443.73484,14567.02513,0.4749215792,184.7444916,71047256,44146720,5.043,2458000.5,1.27828538,183.2874517,263.8291491,1.46248089,,66.05807476,0.6819654003,1996,6,22,,,False
3283835,835426800000,Very Slow,,22823.38504,0.0856248018,,,7959322.5,7.351,2457600.5,0.7792537736,114.4535882,0.7517608573,1.155978512,,206.5407562,1.432800429,1996,6,22,Low,Low,False
3550466,835426800000,Very Slow,,10737.51474,0.0598653879,23.2876358,8955735,5564835.5,,2458000.5,1.104707617,42.44095251,300.6622422,,2457995.83,3.964133127,0.8488541008,1996,,22,Low,Medium,False
3776033,835426800000,Slow,,,0.2797183974,108.8104553,,26001450,3.346,2458000.5,2.308173283,258.7854966,,3.442805962,2457962.344,10.72428223,,1996,,22,High,Medium,False
2469737,835426800000,,,22823.38176,0.0856248101,33.30804825,,7959323,7.35,2458000.5,0.7793443512,114.4423845,0.7495086959,1.156036147,,59.59793608,,1996,6,22,,Low,False
3610527,,Very Slow,40632.75739,,0.2266303565,88.15921021,33903420,,4.485,,1.467682106,271.8296282,3.273959279,2.149645576,,,,1996,7,8,Medium,Low,True
3739152,,Fast,104241.6302,64771.69517,0.3483839003,135.5213318,52117492,32384308,,,1.544617128,283.0687872,,2.53422613,2458011.732,354.2332058,0.513420026,1996,,8,Medium,Medium,False
3742058,,Very Slow,31145.7264,19352.74316,0.1843310983,,27575540,17134646,4.98,2458000.5,,,,1.753467197,2458245.236,,0.6799745437,1996,,8,Low,,False
2053409,837414000000,Slow,,31951.16946,0.1925656623,74.90804291,28807414,17900096,3.448,,,,147.7260513,3.420976286,,323.2554578,0.3235566524,,7,15,High,,False
2215442,837414000000,Slow,67863.06467,42167.46927,0.2207406539,85.86811829,33022334,20519126,6.345,,,109.0770213,,1.16418128,,298.0283623,1.128615465,1996,7,15,Low,,False
3312033,,Slow,58810.23088,36542.3904,0.2516498583,97.8917923,37646284,23392316,5.316,2457600.5,1.157034097,118.5841152,72.06262379,1.298689789,2457457.327,113.3827336,0.7919264302,1996,7,15,Low,,False
3672904,,Very Slow,28762.5133,17871.90722,0.3377261183,131.3754578,50523108,31393604,4.47,,1.483602347,79.7551275,,2.004626698,2458285.779,204.4040509,0.5454159149,1996,7,15,,Low,False
3735995,,Very Slow,29363.39111,,0.4856850031,188.9314575,72657440,45147240,,2458000.5,,,,1.516847401,2457902.633,72.51110905,0.7409159666,1996,,,Low,Medium,False
2469929,837414000000,Slow,58810.28032,36542.42112,0.2516497905,97.89176941,,,5.316,2458000.5,1.156999425,118.5788098,72.05834115,1.298660919,2457911.899,70.16831954,0.7919620278,,,15,Low,,False
3031184,838018800000,Very Fast,138253.5653,85905.38897,0.4967567791,193.2383881,74313760,46176428,3.162,2458000.5,,,253.3471569,3.920802145,2457573.125,,0.2978079493,1996,,22,High,,True
3605335,,Very Slow,,24329.69234,,87.08899689,33491848,20810870,5.61,2458000.5,1.091741633,148.3829073,218.5473805,1.460702895,2457838.135,140.2867688,0.8640209349,1996,8,8,Low,Low,False
3726020,839487600000,Very Slow,,,0.0903479972,35.14537048,,8398371,,2458000.5,2.424339753,322.2075038,340.284517,3.783214761,,,0.2611041952,1996,8,8,High,,False
3748472,,Very Slow,,22357.10841,0.1861240689,72.40226746,27843766,17301314,,2458000.5,1.002189262,227.0039918,194.9107289,,2458097.776,264.4382556,0.9823798735,1996,8,8,Low,,False
2373503,840092400000,Very Slow,,15126.25208,0.4619226369,179.687912,69102648,42938392,4.648,2458000.5,1.421120772,6.009984845,220.0319073,1.820300011,2458228.108,227.5825279,0.5817783999,,8,15,Low,,False
3685273,840092400000,Slow,73642.08868,45758.33005,0.3549830774,,53104716,32997740,4.893,,1.312557753,344.9891163,71.17014088,1.804761978,2458059.424,,0.6554301899,1996,,15,Low,Low,False
3283679,840697200000,,80834.00282,50227.10581,0.3466883774,134.8617859,,32226700,,2458000.5,0.7892632539,289.7666111,194.6834126,,2458061.578,,,1996,8,22,,,False
3508112,840697200000,Very Slow,15914.66154,9888.751777,,100.172493,,23937314,,2458000.5,,154.7470266,265.2441855,1.515123672,2458031.775,336.3445347,0.7563649978,1996,8,,Low,Low,True
3773593,,Very Slow,28544.00621,17736.13541,0.1424525189,55.41403198,21310594,13241789,6.192,,0.9714628267,,,1.125360993,2458068.276,290.2347895,1.029354088,,,22,Low,,False
3384030,842166000000,Very Slow,22643.13888,,0.1588022531,61.77407837,23756480,14761592,4.833,,1.352378829,343.788751,,1.604360674,,124.2085236,0.6266954313,1996,,8,Low,Medium,False
3432642,,,,42264.71996,0.3165529929,123.1391144,,29425440,,,0.8174906151,37.55604628,158.1216186,1.374468298,2458101.469,225.3612921,,,9,,Low,Low,False
3461173,842166000000,Very Slow,,16251.62898,,72.88047028,,17415586,3.498,2457800.5,2.199012623,173.7526889,,3.232820993,2457485.055,95.34234234,,1996,,,,Low,False
3645649,,,,18154.07898,0.0822995631,32.01453018,12311839,7650222,,2458000.5,1.042607694,,296.93581,1.254310277,2458180.936,192.9503264,,1996,,8,Low,,False
3684006,842166000000,Fast,,,,184.955719,,44197196,,2458000.5,1.179422105,341.9028085,255.0354194,1.581898763,2458221.448,189.983585,0.7694850369,1996,,8,,Medium,False
2481984,842166000000,Very Slow,,16251.63849,0.1873533104,72.88043976,,17415578,3.498,,2.198995094,,165.8028522,,,155.8138827,0.3022509561,1996,9,8,High,Low,False
2429736,,Slow,51247.38151,,0.4001033161,,59854608,37191928,5.779,2458000.5,,,321.1555306,1.478121259,2458152.248,219.8224039,0.9237498597,1996,9,15,Low,,False
3690061,842770800000,,41095.81936,25535.34398,0.2157246939,83.91690826,32271954,,,2458000.5,,0.9395301434,,1.119569743,,331.8622581,1.096941557,1996,,15,Low,,False
3635077,843375600000,Very Slow,,12288.27753,0.0638204426,24.8261528,9547403,5932481,5.286,,1.194534304,59.05328027,245.9293021,1.474152843,2457924.766,57.17361845,0.7549290452,,9,,Low,,False
3685269,843375600000,Very Slow,3146.214039,1954.935051,0.4918220843,191.3188019,73575536,45717720,,,2.084463173,288.3602268,34.50321573,2.922824921,2457979.921,,0.3275010781,,9,22,High,Low,False
3666628,,Fast,89219.10198,55437.28034,0.3870334914,150.5560303,,35977012,,2458000.5,1.865851037,,169.5511301,2.923787686,,87.43192531,0.3867128661,1996,10,8,,,False
3710020,844758000000,Slow,49473.08458,30740.65081,0.3625540733,141.0335388,,33701508,5.819,2458000.5,,134.0853234,223.770663,1.440719609,2458108.588,259.6460621,0.9284462198,,10,8,Low,Low,False
3719227,,Very Slow,29167.10352,18123.30385,0.1611431102,62.68466949,24106666,14979188,6.213,,0.9693437083,237.118661,233.7026099,1.088404276,,260.361513,,,10,8,Low,,False
3729840,844758000000,Very Slow,13667.96082,8492.739322,0.3903024285,151.8276367,58388412,36280876,,,,,221.2258995,1.638802467,2457843.473,89.56849856,,,10,8,Medium,Medium,False
3767934,,Very Slow,37519.73936,23313.30694,0.2321366635,90.30116272,34727152,21578452,6.246,,,,144.7928664,,,110.5501194,,1996,,8,,,False
3062448,845362800000,,50824.0731,31580.10253,0.2964449725,115.3171005,44347540,27556282,,,2.496344752,196.7702969,181.5849459,3.810021147,2457577.822,105.6226762,0.2498890525,1996,,,High,Medium,False
3704267,845362800000,Very Slow,38367.31525,23839.95763,0.2484575807,,,23095576,4.715,,,301.2058807,132.3940465,1.805106314,,,,1996,,15,Low,,False
